23:02:54.861325,0,-1697,1053,181
23:02:54.879432,1,-1694,1050,182
23:02:54.897285,2,-1695,1048,193
23:02:54.915053,3,-1694,1052,176
23:02:54.932872,4,-1693,1055,172
23:02:54.950672,5,-1697,1053,189
23:02:54.968403,6,-1692,1052,184
23:02:54.986178,7,-1689,1052,178
23:02:55.003916,8,-1693,1054,180
23:02:55.021708,9,-1692,1052,187
23:02:55.039441,10,-1691,1052,177
23:02:55.057248,11,-1685,1052,175
23:02:55.075050,12,-1686,1053,183
23:02:55.092781,13,-1686,1052,185
23:02:55.110559,14,-1687,1054,187
23:02:55.128292,15,-1688,1054,182
23:02:55.146092,16,-1689,1052,185
23:02:55.163826,17,-1688,1053,178
23:02:55.181619,18,-1684,1055,182
23:02:55.199354,19,-1693,1053,179
23:02:55.217088,20,-1690,1054,188
23:02:55.234840,21,-1692,1051,178
23:02:55.252576,22,-1691,1048,188
23:02:55.270380,23,-1697,1051,175
23:02:55.288107,24,-1693,1054,182
23:02:55.305887,25,-1691,1050,185
23:02:55.323619,26,-1697,1047,169
23:02:55.341357,27,-1692,1054,193
23:02:55.359091,28,-1694,1057,186
23:02:55.376864,29,-1690,1054,193
23:02:55.394596,30,-1690,1056,179
23:02:55.412335,31,-1692,1055,187
23:02:55.430130,32,-1689,1055,190
23:02:55.447861,33,-1690,1052,191
23:02:55.465670,34,-1689,1057,192
23:02:55.483401,35,-1690,1055,184
23:02:55.501205,36,-1695,1060,181
23:02:55.518936,37,-1693,1058,176
23:02:55.536733,38,-1694,1058,186
23:02:55.554537,39,-1693,1057,188
23:02:55.572271,40,-1694,1059,190
23:02:55.590067,41,-1692,1063,181
23:02:55.607798,42,-1694,1057,182
23:02:55.625596,43,-1692,1058,188
23:02:55.643325,44,-1688,1056,197
23:02:55.661057,45,-1692,1057,178
23:02:55.678786,46,-1690,1056,178
23:02:55.696527,47,-1690,1054,185
23:02:55.714308,48,-1692,1053,190
23:02:55.732061,49,-1692,1057,198
23:02:55.749856,50,-1692,1050,184
23:02:55.767587,51,-1691,1053,180
23:02:55.785383,52,-1694,1052,187
23:02:55.803166,53,-1692,1053,196
23:02:55.820918,54,-1694,1054,177
23:02:55.838741,55,-1689,1059,187
23:02:55.856477,56,-1693,1055,197
23:02:55.874274,57,-1687,1054,187
23:02:55.892013,58,-1690,1052,180
23:02:55.909806,59,-1693,1054,178
23:02:55.927615,60,-1693,1054,181
23:02:55.945355,61,-1690,1054,179
23:02:55.963142,62,-1693,1051,185
23:02:55.980872,63,-1692,1054,198
23:02:55.998675,64,-1690,1056,181
23:02:56.016407,65,-1691,1054,200
23:02:56.034183,66,-1691,1053,193
23:02:56.051964,67,-1693,1055,187
23:02:56.069695,68,-1689,1055,196
23:02:56.087482,69,-1691,1058,194
23:02:56.105230,70,-1694,1054,184
23:02:56.123017,71,-1692,1056,190
23:02:56.140749,72,-1694,1059,193
23:02:56.158482,73,-1693,1052,185
23:02:56.176291,74,-1693,1053,189
23:02:56.194019,75,-1698,1056,182
23:02:56.211828,76,-1694,1055,186
23:02:56.229559,77,-1696,1054,182
23:02:56.247358,78,-1694,1057,180
23:02:56.265096,79,-1695,1055,184
23:02:56.282887,80,-1696,1053,177
23:02:56.300692,81,-1695,1053,186
23:02:56.318419,82,-1693,1056,188
23:02:56.336223,83,-1694,1058,191
23:02:56.354033,84,-1693,1055,180
23:02:56.371887,85,-1692,1058,180
23:02:56.389668,86,-1693,1055,189
23:02:56.407412,87,-1693,1053,188
23:02:56.425213,88,-1690,1051,184
23:02:56.442957,89,-1693,1050,197
23:02:56.460736,90,-1690,1053,205
23:02:56.478545,91,-1687,1052,186
23:02:56.496282,92,-1688,1056,181
23:02:56.514087,93,-1686,1052,188
23:02:56.531824,94,-1689,1052,171
23:02:56.549618,95,-1690,1051,186
23:02:56.567350,96,-1688,1049,183
23:02:56.585145,97,-1692,1055,183
23:02:56.602950,98,-1692,1056,173
23:02:56.620681,99,-1692,1053,185
23:02:56.638478,100,-1690,1057,169
23:02:56.656218,101,-1691,1049,187
23:02:56.674007,102,-1690,1051,176
23:02:56.691742,103,-1691,1051,201
23:02:56.709519,104,-1691,1050,180
23:02:56.727289,105,-1691,1057,178
23:02:56.745027,106,-1686,1050,170
23:02:56.762836,107,-1687,1055,189
23:02:56.780567,108,-1691,1053,174
23:02:56.798368,109,-1685,1047,185
23:02:56.816181,110,-1693,1056,179
23:02:56.833928,111,-1694,1051,183
23:02:56.851745,112,-1685,1056,189
23:02:56.869491,113,-1693,1055,172
23:02:56.887299,114,-1689,1058,178
23:02:56.905157,115,-1691,1054,177
23:02:56.922980,116,-1694,1055,192
23:02:56.940833,117,-1692,1056,185
23:02:56.958702,118,-1689,1054,187
23:02:56.976518,119,-1692,1056,176
23:02:56.994389,120,-1694,1055,186
23:02:57.012423,121,-1691,1058,188
23:02:57.030327,122,-1690,1055,172
23:02:57.048142,123,-1690,1054,176
23:02:57.065953,124,-1689,1055,178
23:02:57.083833,125,-1692,1054,182
23:02:57.101636,126,-1689,1052,190
23:02:57.119497,127,-1687,1053,173
23:02:57.137350,128,-1687,1053,182
23:02:57.155158,129,-1689,1056,186
23:02:57.172983,130,-1687,1052,180
23:02:57.190851,131,-1691,1059,174
23:02:57.208649,132,-1687,1049,184
23:02:57.226508,133,-1685,1055,178
