0,-2935,3074,3272
1,-2933,3069,3282
2,-2931,3073,3280
3,-2932,3075,3295
4,-2937,3073,3285
5,-2935,3075,3277
6,-2937,3075,3279
7,-2934,3074,3281
8,-2937,3077,3286
9,-2939,3072,3284
10,-2939,3070,3285
11,-2936,3068,3277
12,-2933,3077,3278
13,-2937,3074,3284
14,-2938,3070,3281
15,-2933,3075,3286
16,-2932,3074,3289
17,-2935,3067,3295
18,-2937,3073,3282
19,-2931,3073,3296
20,-2932,3065,3297
21,-2935,3072,3288
22,-2936,3073,3286
23,-2934,3076,3283
24,-2935,3071,3276
25,-2931,3075,3296
26,-2934,3072,3284
27,-2939,3074,3291
28,-2934,3075,3282
29,-2933,3074,3281
30,-2927,3072,3290
31,-2928,3072,3279
32,-2931,3071,3289
33,-2934,3070,3294
34,-2938,3071,3287
35,-2933,3072,3285
36,-2934,3074,3285
37,-2928,3075,3279
38,-2935,3070,3285
39,-2936,3069,3281
40,-2938,3069,3281
41,-2939,3066,3279
42,-2933,3068,3283
43,-2934,3069,3272
44,-2935,3075,3291
45,-2934,3075,3290
46,-2936,3073,3271
47,-2937,3072,3273
48,-2936,3075,3290
49,-2936,3074,3283
50,-2935,3082,3284
51,-2932,3076,3280
52,-2938,3072,3271
53,-2939,3077,3293
54,-2930,3071,3276
55,-2933,3075,3282
56,-2934,3071,3281
57,-2936,3073,3284
58,-2937,3072,3281
59,-2936,3074,3282
60,-2941,3073,3286
61,-2938,3070,3286
62,-2935,3070,3276
63,-2939,3073,3292
64,-2941,3074,3289
65,-2937,3075,3293
66,-2935,3070,3291
67,-2936,3073,3291
68,-2938,3074,3292
69,-2935,3074,3272
70,-2936,3074,3276
71,-2935,3066,3282
72,-2937,3066,3290
73,-2935,3068,3287
74,-2937,3068,3289
75,-2936,3072,3273
76,-2939,3070,3277
77,-2936,3070,3283
78,-2939,3070,3281
79,-2938,3071,3276
80,-2939,3071,3298
81,-2939,3068,3279
82,-2934,3074,3283
83,-2940,3069,3285
84,-2936,3074,3286
85,-2935,3069,3291
86,-2935,3074,3274
87,-2937,3073,3284
88,-2940,3073,3282
89,-2941,3071,3283
90,-2938,3070,3279
91,-2940,3076,3281
92,-2945,3069,3289
93,-2939,3073,3294
94,-2939,3067,3282
95,-2937,3072,3286
96,-2946,3068,3288
97,-2941,3073,3283
98,-2947,3072,3286
99,-2941,3070,3283
100,-2946,3076,3287
101,-2943,3072,3291
102,-2937,3076,3287
103,-2941,3074,3283
104,-2942,3076,3283
105,-2940,3075,3284
106,-2939,3072,3298
107,-2942,3076,3279
108,-2942,3076,3286
109,-2937,3071,3278
110,-2944,3076,3291
111,-2936,3073,3275
112,-2939,3072,3282
113,-2937,3070,3266
114,-2940,3072,3282
115,-2938,3072,3279
116,-2937,3074,3288
117,-2944,3076,3285
118,-2940,3073,3289
119,-2936,3068,3274
120,-2937,3073,3295
121,-2937,3075,3289
122,-2937,3071,3282
123,-2935,3070,3269
124,-2943,3071,3275
125,-2939,3067,3282
126,-2936,3064,3274
127,-2939,3065,3275
128,-2936,3075,3279
129,-2938,3070,3276
130,-2937,3070,3278
131,-2935,3073,3280
132,-2939,3072,3281
133,-2941,3072,3281
134,-2941,3075,3279
135,-2938,3076,3279
136,-2938,3068,3289
137,-2939,3070,3279
138,-2943,3068,3289
139,-2943,3071,3285
140,-2945,3073,3295
141,-2945,3072,3292
